,NAME,Median Home Value,Household Income,Population,Median Age,Per Capita Income,State,County
1808,"Marquette County, Michigan",149900.0,50771.0,66939.0,39.0,26290.0,Michigan,Marquette County
1809,"Newaygo County, Michigan",111200.0,46724.0,48142.0,42.5,24005.0,Michigan,Newaygo County
1810,"Osceola County, Michigan",93500.0,42689.0,23232.0,43.8,22142.0,Michigan,Osceola County
1811,"Otsego County, Michigan",135500.0,52645.0,24397.0,44.7,26829.0,Michigan,Otsego County
1812,"Calhoun County, Michigan",105300.0,47426.0,134473.0,39.8,25652.0,Michigan,Calhoun County
1813,"Cheboygan County, Michigan",125100.0,46161.0,25458.0,50.7,25876.0,Michigan,Cheboygan County
1814,"Luce County, Michigan",83800.0,42255.0,6364.0,44.7,20745.0,Michigan,Luce County
1815,"Kent County, Michigan",163500.0,60351.0,643140.0,35.1,31005.0,Michigan,Kent County
1816,"Macomb County, Michigan",157700.0,60466.0,868704.0,40.8,31104.0,Michigan,Macomb County
1817,"Bay County, Michigan",100500.0,48005.0,104786.0,43.3,26644.0,Michigan,Bay County
1818,"Saginaw County, Michigan",97700.0,46919.0,192778.0,40.8,26625.0,Michigan,Saginaw County
1819,"Shiawassee County, Michigan",115300.0,54742.0,68493.0,42.4,27398.0,Michigan,Shiawassee County
1820,"Baraga County, Michigan",102700.0,42444.0,8507.0,45.0,20698.0,Michigan,Baraga County
1821,"Charlevoix County, Michigan",162900.0,53207.0,26219.0,48.1,32559.0,Michigan,Charlevoix County
1822,"Eaton County, Michigan",147300.0,62474.0,109155.0,41.0,31982.0,Michigan,Eaton County
1823,"Delta County, Michigan",110500.0,46490.0,36190.0,47.0,26852.0,Michigan,Delta County
1824,"Gogebic County, Michigan",69900.0,38798.0,15414.0,48.8,24325.0,Michigan,Gogebic County
1825,"Emmet County, Michigan",178300.0,54055.0,33039.0,45.3,32455.0,Michigan,Emmet County
1826,"Woodruff County, Arkansas",66200.0,31023.0,6660.0,45.6,21276.0,Arkansas,Woodruff County
1827,"Cleburne County, Arkansas",132400.0,43391.0,25230.0,49.4,26620.0,Arkansas,Cleburne County
1828,"Cleveland County, Arkansas",83000.0,42460.0,8226.0,42.7,23538.0,Arkansas,Cleveland County
1829,"Jackson County, Arkansas",66900.0,33174.0,17225.0,39.9,19848.0,Arkansas,Jackson County
1830,"Hempstead County, Arkansas",79400.0,41355.0,22018.0,39.9,20168.0,Arkansas,Hempstead County
1831,"Sharp County, Arkansas",81000.0,33708.0,17043.0,47.4,20721.0,Arkansas,Sharp County
1832,"Stone County, Arkansas",113900.0,36162.0,12446.0,49.8,20496.0,Arkansas,Stone County
1833,"Washington County, Arkansas",167600.0,49629.0,228529.0,31.8,27823.0,Arkansas,Washington County
1834,"Baxter County, Arkansas",128800.0,41481.0,41219.0,52.1,26004.0,Arkansas,Baxter County
1835,"Ashley County, Arkansas",71500.0,39635.0,20537.0,41.7,22052.0,Arkansas,Ashley County
1836,"Craighead County, Arkansas",138500.0,45868.0,105701.0,34.1,26432.0,Arkansas,Craighead County
1837,"Greene County, Arkansas",113100.0,47497.0,44623.0,37.9,22874.0,Arkansas,Greene County
1838,"Lafayette County, Arkansas",63300.0,32412.0,6915.0,46.3,26005.0,Arkansas,Lafayette County
1839,"Perry County, Arkansas",95400.0,46071.0,10322.0,43.5,21699.0,Arkansas,Perry County
1840,"Phillips County, Arkansas",68200.0,29263.0,19034.0,38.5,18402.0,Arkansas,Phillips County
1841,"Poinsett County, Arkansas",75500.0,39277.0,24054.0,39.7,19413.0,Arkansas,Poinsett County
1842,"Sevier County, Arkansas",79200.0,46667.0,17193.0,34.9,20627.0,Arkansas,Sevier County
1843,"Yell County, Arkansas",110500.0,42361.0,21573.0,39.3,21584.0,Arkansas,Yell County
1844,"Calhoun County, Arkansas",69400.0,44022.0,5202.0,45.5,24509.0,Arkansas,Calhoun County
1845,"Clark County, Arkansas",100900.0,39752.0,22385.0,34.1,21571.0,Arkansas,Clark County
1846,"Bradley County, Arkansas",77800.0,39510.0,10948.0,40.2,22411.0,Arkansas,Bradley County
1847,"Monroe County, Arkansas",64300.0,35190.0,7249.0,47.0,22274.0,Arkansas,Monroe County
1848,"Polk County, Arkansas",90100.0,37035.0,20163.0,43.7,20176.0,Arkansas,Polk County
1849,"Ouachita County, Arkansas",72200.0,34887.0,24106.0,42.3,21520.0,Arkansas,Ouachita County
1850,"Newton County, Arkansas",105100.0,39896.0,7848.0,49.1,18907.0,Arkansas,Newton County
1851,"Little River County, Arkansas",72200.0,45388.0,12417.0,42.6,26216.0,Arkansas,Little River County
1852,"Carroll County, Arkansas",126800.0,43505.0,27887.0,44.8,24185.0,Arkansas,Carroll County
1853,"Miller County, Arkansas",106500.0,41903.0,43759.0,38.9,22938.0,Arkansas,Miller County
1854,"Lake County, California",195400.0,42475.0,64148.0,45.6,25404.0,California,Lake County
1855,"Mariposa County, California",269500.0,51199.0,17540.0,51.4,29776.0,California,Mariposa County
1856,"Yuba County, California",231900.0,52624.0,75493.0,32.5,23867.0,California,Yuba County
1857,"Contra Costa County, California",582400.0,93712.0,1133247.0,39.4,45524.0,California,Contra Costa County
1858,"Lassen County, California",184200.0,56362.0,31185.0,36.0,21897.0,California,Lassen County
1859,"Santa Barbara County, California",549900.0,71657.0,443738.0,33.7,34229.0,California,Santa Barbara County
1860,"Sonoma County, California",568700.0,76753.0,501317.0,41.7,39929.0,California,Sonoma County
1861,"Imperial County, California",177100.0,45834.0,180216.0,32.4,17590.0,California,Imperial County
1862,"Mono County, California",326400.0,63018.0,14174.0,38.3,33421.0,California,Mono County
1863,"Alameda County, California",707800.0,92574.0,1643700.0,37.4,44283.0,California,Alameda County
1864,"Sacramento County, California",330100.0,63902.0,1510023.0,36.0,31311.0,California,Sacramento County
1865,"Napa County, California",603700.0,84753.0,140530.0,41.1,42677.0,California,Napa County
1866,"Monterey County, California",477200.0,66676.0,433212.0,34.1,28836.0,California,Monterey County
1867,"Sierra County, California",173200.0,48125.0,2930.0,55.5,31972.0,California,Sierra County
1868,"San Diego County, California",526300.0,74855.0,3302833.0,35.6,36156.0,California,San Diego County
1869,"Yolo County, California",395500.0,65923.0,214977.0,31.0,32598.0,California,Yolo County
1870,"Humboldt County, California",296600.0,45528.0,135768.0,38.0,26747.0,California,Humboldt County
1871,"Alpine County, California",349000.0,64688.0,1146.0,44.3,29041.0,California,Alpine County
1872,"Mendocino County, California",356800.0,49233.0,87422.0,42.8,27395.0,California,Mendocino County
1873,"Santa Cruz County, California",711000.0,78041.0,273765.0,37.4,39001.0,California,Santa Cruz County
1874,"Los Angeles County, California",543400.0,64251.0,10098052.0,36.2,32469.0,California,Los Angeles County
1875,"Riverside County, California",330600.0,63948.0,2383286.0,35.3,27142.0,California,Riverside County
1876,"Santa Clara County, California",913000.0,116178.0,1922200.0,37.0,52451.0,California,Santa Clara County
1877,"Marin County, California",959200.0,110217.0,260295.0,46.5,69275.0,California,Marin County
1878,"Siskiyou County, California",186300.0,44200.0,43540.0,48.0,28130.0,California,Siskiyou County
1879,"Shasta County, California",242500.0,50905.0,179085.0,41.8,27983.0,California,Shasta County
1880,"Del Norte County, California",204000.0,45258.0,27424.0,38.6,22832.0,California,Del Norte County
1881,"San Luis Obispo County, California",537900.0,70699.0,281455.0,39.1,35832.0,California,San Luis Obispo County
1882,"Glenn County, California",222000.0,47395.0,27897.0,36.6,21736.0,California,Glenn County
1883,"Butte County, California",248100.0,48443.0,227075.0,37.1,27537.0,California,Butte County
1884,"Plumas County, California",234900.0,53270.0,18699.0,52.2,32710.0,California,Plumas County
1885,"Kern County, California",205200.0,52479.0,883053.0,31.5,22553.0,California,Kern County
1886,"Orange County, California",652900.0,85398.0,3164182.0,37.8,39590.0,California,Orange County
1887,"Calaveras County, California",297700.0,58151.0,45235.0,52.1,32494.0,California,Calaveras County
1888,"Sutter County, California",260300.0,56955.0,95872.0,35.7,26070.0,California,Sutter County
1889,"San Mateo County, California",994100.0,113776.0,765935.0,39.6,57375.0,California,San Mateo County
1890,"Tuolumne County, California",278900.0,56493.0,53932.0,48.4,33685.0,California,Tuolumne County
1891,"San Joaquin County, California",313800.0,61145.0,732212.0,34.1,26145.0,California,San Joaquin County
1892,"Amador County, California",296400.0,61198.0,37829.0,50.5,30100.0,California,Amador County
1893,"Phillips County, Colorado",155500.0,50724.0,4318.0,39.0,29236.0,Colorado,Phillips County
1894,"Archuleta County, Colorado",295500.0,50753.0,12908.0,50.6,31035.0,Colorado,Archuleta County
1895,"Denver County, Colorado",357300.0,63793.0,693417.0,34.4,41196.0,Colorado,Denver County
1896,"Kiowa County, Colorado",80100.0,39784.0,1449.0,40.4,24012.0,Colorado,Kiowa County
1897,"Huerfano County, Colorado",157200.0,36705.0,6583.0,55.1,25636.0,Colorado,Huerfano County
1898,"Baca County, Colorado",82200.0,37500.0,3563.0,47.7,23862.0,Colorado,Baca County
1899,"Chaffee County, Colorado",335900.0,54580.0,19164.0,49.1,29365.0,Colorado,Chaffee County
1900,"Gilpin County, Colorado",337400.0,75120.0,5924.0,45.7,48460.0,Colorado,Gilpin County
1901,"Kit Carson County, Colorado",140800.0,51046.0,7635.0,38.5,27471.0,Colorado,Kit Carson County
1902,"Garfield County, Colorado",337900.0,72898.0,58538.0,36.3,32491.0,Colorado,Garfield County
1903,"Gunnison County, Colorado",339400.0,54979.0,16537.0,34.5,30127.0,Colorado,Gunnison County
1904,"Jefferson County, Colorado",366800.0,78943.0,570427.0,40.4,41930.0,Colorado,Jefferson County
1905,"Mineral County, Colorado",293600.0,61058.0,823.0,58.6,35229.0,Colorado,Mineral County
1906,"Ouray County, Colorado",419900.0,62230.0,4722.0,53.0,36138.0,Colorado,Ouray County
1907,"Rio Blanco County, Colorado",203100.0,55543.0,6465.0,35.9,27057.0,Colorado,Rio Blanco County
1908,"Sedgwick County, Colorado",87300.0,45188.0,2350.0,49.1,25048.0,Colorado,Sedgwick County
1909,"Conejos County, Colorado",117600.0,34746.0,8142.0,39.4,19545.0,Colorado,Conejos County
1910,"Costilla County, Colorado",113200.0,30593.0,3687.0,51.3,20715.0,Colorado,Costilla County
1911,"Adams County, Colorado",273000.0,67575.0,497115.0,33.6,28897.0,Colorado,Adams County
1912,"Eagle County, Colorado",538600.0,84685.0,54357.0,36.5,41064.0,Colorado,Eagle County
1913,"Lake County, Colorado",214000.0,46918.0,7585.0,37.8,28062.0,Colorado,Lake County
1914,"Moffat County, Colorado",170700.0,52807.0,13060.0,37.8,27845.0,Colorado,Moffat County
1915,"Pitkin County, Colorado",623400.0,71244.0,17909.0,42.0,56180.0,Colorado,Pitkin County
1916,"Cheyenne County, Colorado",104000.0,55227.0,2039.0,35.9,25234.0,Colorado,Cheyenne County
1917,"Crowley County, Colorado",71700.0,37586.0,5630.0,35.6,14988.0,Colorado,Crowley County
1918,"Dolores County, Colorado",115900.0,41714.0,1841.0,51.8,24505.0,Colorado,Dolores County
1919,"Jackson County, Colorado",195400.0,48828.0,1296.0,50.9,25467.0,Colorado,Jackson County
1920,"Larimer County, Colorado",336200.0,67664.0,338161.0,35.9,35390.0,Colorado,Larimer County
1921,"Montezuma County, Colorado",208300.0,46797.0,25909.0,44.4,25161.0,Colorado,Montezuma County
1922,"San Miguel County, Colorado",491100.0,64478.0,7968.0,41.5,45396.0,Colorado,San Miguel County
1923,"Boulder County, Colorado",462200.0,78642.0,321030.0,36.2,43831.0,Colorado,Boulder County
1924,"Las Animas County, Colorado",147100.0,41945.0,14179.0,46.1,25118.0,Colorado,Las Animas County
1925,"Yuma County, Colorado",171600.0,48394.0,10069.0,38.4,25846.0,Colorado,Yuma County
1926,"Routt County, Colorado",510600.0,74273.0,24874.0,39.8,40727.0,Colorado,Routt County
1927,"Summit County, Colorado",563000.0,77589.0,30429.0,39.1,38310.0,Colorado,Summit County
1928,"Clear Creek County, Colorado",357000.0,69936.0,9379.0,47.8,40655.0,Colorado,Clear Creek County
1929,"Delta County, Colorado",219000.0,44512.0,30346.0,47.6,24886.0,Colorado,Delta County
1930,"Pueblo County, Colorado",155400.0,44634.0,164685.0,38.9,24257.0,Colorado,Pueblo County
1931,"Morgan County, Colorado",183900.0,51626.0,28257.0,36.3,24189.0,Colorado,Morgan County
1932,"Park County, Colorado",284800.0,66861.0,17392.0,50.6,35939.0,Colorado,Park County
1933,"Mesa County, Colorado",214400.0,53683.0,149998.0,39.1,28518.0,Colorado,Mesa County
1934,"Prowers County, Colorado",94100.0,40097.0,12052.0,38.0,21612.0,Colorado,Prowers County
1935,"El Paso County, Colorado",254300.0,65334.0,688153.0,34.1,32348.0,Colorado,El Paso County
1936,"Washington County, Colorado",138700.0,49375.0,4840.0,41.6,26680.0,Colorado,Washington County
1937,"Arapahoe County, Colorado",327800.0,73925.0,636671.0,36.5,38972.0,Colorado,Arapahoe County
1938,"Broomfield County, Colorado",382800.0,89624.0,66120.0,37.7,47016.0,Colorado,Broomfield County
1939,"New Haven County, Connecticut",246700.0,67128.0,859339.0,40.1,36678.0,Connecticut,New Haven County
1940,"Tolland County, Connecticut",251300.0,84916.0,151269.0,37.5,39668.0,Connecticut,Tolland County
1941,"Hartford County, Connecticut",237700.0,72321.0,894730.0,40.4,39260.0,Connecticut,Hartford County
1942,"Windham County, Connecticut",198000.0,64774.0,116538.0,41.3,31106.0,Connecticut,Windham County
1943,"Middlesex County, Connecticut",284900.0,84761.0,163368.0,45.4,45293.0,Connecticut,Middlesex County
1944,"New Castle County, Delaware",254500.0,70996.0,555133.0,38.1,35847.0,Delaware,New Castle County
1945,"Sussex County, Delaware",248900.0,60853.0,219540.0,49.0,33983.0,Delaware,Sussex County
1946,"District of Columbia, District of Columbia",568400.0,82604.0,684498.0,33.9,53321.0,District of Columbia,District of Columbia
1947,"Okaloosa County, Florida",207600.0,62048.0,200737.0,36.8,31901.0,Florida,Okaloosa County
1948,"Taylor County, Florida",82900.0,36934.0,22098.0,41.7,16919.0,Florida,Taylor County
1949,"Washington County, Florida",109800.0,37188.0,24566.0,41.8,18112.0,Florida,Washington County
1950,"Duval County, Florida",166900.0,53473.0,924229.0,36.1,30012.0,Florida,Duval County
1951,"Bradford County, Florida",97200.0,46197.0,26979.0,40.1,20481.0,Florida,Bradford County
1952,"Brevard County, Florida",177400.0,54359.0,576808.0,47.2,30987.0,Florida,Brevard County
1953,"Clay County, Florida",174400.0,62653.0,207291.0,39.5,29138.0,Florida,Clay County
1954,"Lafayette County, Florida",105900.0,39543.0,8744.0,39.1,19870.0,Florida,Lafayette County
1955,"Lake County, Florida",167200.0,51884.0,335362.0,46.8,27052.0,Florida,Lake County
1956,"Nassau County, Florida",218100.0,66297.0,80578.0,45.0,35335.0,Florida,Nassau County
1957,"Pinellas County, Florida",183000.0,51454.0,957875.0,47.8,33478.0,Florida,Pinellas County
1958,"Polk County, Florida",135400.0,48500.0,668671.0,40.3,23812.0,Florida,Polk County
1959,"St. Lucie County, Florida",165700.0,49373.0,305591.0,44.8,25736.0,Florida,St. Lucie County
1960,"Glades County, Florida",76400.0,39879.0,13363.0,47.2,21020.0,Florida,Glades County
1961,"Hendry County, Florida",82000.0,40728.0,40127.0,33.9,18900.0,Florida,Hendry County
1962,"Indian River County, Florida",185800.0,52336.0,150984.0,52.9,35172.0,Florida,Indian River County
1963,"Jackson County, Florida",98800.0,39002.0,48472.0,41.6,18882.0,Florida,Jackson County
1964,"Palm Beach County, Florida",264400.0,59943.0,1446277.0,44.6,37998.0,Florida,Palm Beach County
1965,"St. Johns County, Florida",287700.0,77323.0,235503.0,43.4,41393.0,Florida,St. Johns County
1966,"Seminole County, Florida",224000.0,63760.0,455086.0,39.2,33419.0,Florida,Seminole County
1967,"Miami-Dade County, Florida",268200.0,48982.0,2715516.0,39.7,26838.0,Florida,Miami-Dade County
1968,"Bay County, Florida",172600.0,51829.0,182482.0,39.4,28017.0,Florida,Bay County
1969,"Flagler County, Florida",200000.0,53872.0,107139.0,50.9,27689.0,Florida,Flagler County
1970,"Franklin County, Florida",139500.0,42855.0,11736.0,45.0,25037.0,Florida,Franklin County
1971,"Hamilton County, Florida",71100.0,34583.0,14269.0,41.5,15097.0,Florida,Hamilton County
1972,"Liberty County, Florida",66600.0,37363.0,8365.0,40.3,17197.0,Florida,Liberty County
1973,"Sumter County, Florida",246500.0,55228.0,120999.0,67.0,33629.0,Florida,Sumter County
1974,"Gadsden County, Florida",99000.0,40922.0,46017.0,40.7,20158.0,Florida,Gadsden County
1975,"Holmes County, Florida",93200.0,38608.0,19430.0,42.5,18574.0,Florida,Holmes County
1976,"Lee County, Florida",207700.0,54691.0,718679.0,48.1,31924.0,Florida,Lee County
1977,"Marion County, Florida",127100.0,43361.0,348371.0,48.6,24570.0,Florida,Marion County
1978,"Collier County, Florida",340100.0,65675.0,363922.0,50.3,43256.0,Florida,Collier County
1979,"Orange County, Florida",216000.0,54335.0,1321194.0,34.9,28859.0,Florida,Orange County
1980,"Pasco County, Florida",149000.0,50417.0,510593.0,44.6,27786.0,Florida,Pasco County
1981,"Highlands County, Florida",93800.0,37314.0,102101.0,53.4,23722.0,Florida,Highlands County
1982,"Suwannee County, Florida",95200.0,42686.0,43924.0,42.5,21755.0,Florida,Suwannee County
1983,"DeSoto County, Florida",84400.0,35057.0,36399.0,40.6,18311.0,Florida,DeSoto County
1984,"Calhoun County, Florida",81300.0,38609.0,14444.0,40.2,18921.0,Florida,Calhoun County
1985,"Columbia County, Florida",117800.0,44491.0,69105.0,40.7,23901.0,Florida,Columbia County
1986,"Dixie County, Florida",74500.0,38237.0,16437.0,47.3,20527.0,Florida,Dixie County
1987,"Putnam County, Florida",84500.0,35649.0,72766.0,45.0,19976.0,Florida,Putnam County
1988,"Union County, Florida",104400.0,41770.0,15239.0,39.5,15475.0,Florida,Union County
1989,"Manatee County, Florida",218900.0,56036.0,373853.0,48.0,32070.0,Florida,Manatee County
1990,"Levy County, Florida",99400.0,37634.0,39961.0,46.8,22025.0,Florida,Levy County
1991,"Baker County, Florida",120900.0,61769.0,27785.0,37.6,24070.0,Florida,Baker County
1992,"Volusia County, Florida",164200.0,46760.0,527634.0,46.5,27272.0,Florida,Volusia County
1993,"Leon County, Florida",195000.0,51201.0,288102.0,30.7,29754.0,Florida,Leon County
1994,"Madison County, Florida",87400.0,35509.0,18474.0,42.9,19223.0,Florida,Madison County
1995,"Escambia County, Florida",133600.0,49286.0,311522.0,37.2,26730.0,Florida,Escambia County
1996,"Hernando County, Florida",130300.0,46030.0,182696.0,48.9,24551.0,Florida,Hernando County
1997,"Calhoun County, Georgia",49000.0,31725.0,6428.0,38.8,13927.0,Georgia,Calhoun County
1998,"Macon County, Georgia",63700.0,31999.0,13480.0,40.2,15924.0,Georgia,Macon County
1999,"Bleckley County, Georgia",97900.0,45029.0,12775.0,36.8,18519.0,Georgia,Bleckley County
2000,"Bibb County, Georgia",116500.0,39931.0,153490.0,36.2,24409.0,Georgia,Bibb County
2001,"Marion County, Georgia",89500.0,44309.0,8484.0,45.2,22478.0,Georgia,Marion County
2002,"Schley County, Georgia",111600.0,41276.0,5211.0,37.8,20585.0,Georgia,Schley County
2003,"Dooly County, Georgia",83700.0,35629.0,13905.0,43.7,20259.0,Georgia,Dooly County
2004,"Franklin County, Georgia",106200.0,40198.0,22514.0,41.0,21686.0,Georgia,Franklin County
2005,"Effingham County, Georgia",159100.0,65153.0,58689.0,36.1,29795.0,Georgia,Effingham County
2006,"Lamar County, Georgia",134500.0,41464.0,18513.0,37.5,20874.0,Georgia,Lamar County
2007,"Emanuel County, Georgia",74100.0,34946.0,22499.0,36.8,17981.0,Georgia,Emanuel County
2008,"Quitman County, Georgia",65900.0,30000.0,2276.0,48.4,19371.0,Georgia,Quitman County
2009,"Jasper County, Georgia",122300.0,43284.0,13784.0,42.4,19999.0,Georgia,Jasper County
2010,"Johnson County, Georgia",66700.0,39813.0,9730.0,41.0,20773.0,Georgia,Johnson County
2011,"Liberty County, Georgia",121500.0,45959.0,62108.0,28.1,21430.0,Georgia,Liberty County
2012,"Mitchell County, Georgia",86200.0,37027.0,22432.0,38.9,17514.0,Georgia,Mitchell County
2013,"Seminole County, Georgia",89500.0,34338.0,8437.0,44.0,26358.0,Georgia,Seminole County
2014,"Tift County, Georgia",118900.0,42790.0,40510.0,35.5,22072.0,Georgia,Tift County
2015,"Twiggs County, Georgia",63200.0,33037.0,8284.0,46.2,19465.0,Georgia,Twiggs County
2016,"Polk County, Georgia",105400.0,43491.0,41621.0,37.1,23233.0,Georgia,Polk County
2017,"Talbot County, Georgia",80000.0,36213.0,6378.0,49.2,20785.0,Georgia,Talbot County
2018,"Taylor County, Georgia",82700.0,33442.0,8193.0,44.4,19068.0,Georgia,Taylor County
2019,"Terrell County, Georgia",103300.0,38015.0,8859.0,40.9,19330.0,Georgia,Terrell County
2020,"Thomas County, Georgia",133800.0,40112.0,44730.0,40.3,25542.0,Georgia,Thomas County
2021,"Toombs County, Georgia",95500.0,36575.0,27048.0,36.4,23416.0,Georgia,Toombs County
2022,"Wilkinson County, Georgia",70300.0,37583.0,9078.0,41.8,21403.0,Georgia,Wilkinson County
2023,"Ben Hill County, Georgia",80100.0,32705.0,17154.0,39.7,17563.0,Georgia,Ben Hill County
2024,"Burke County, Georgia",87900.0,42773.0,22550.0,37.5,21334.0,Georgia,Burke County
2025,"Catoosa County, Georgia",140000.0,55125.0,66299.0,39.9,26915.0,Georgia,Catoosa County
2026,"Chattahoochee County, Georgia",69000.0,46453.0,10767.0,23.7,23651.0,Georgia,Chattahoochee County
2027,"Chattooga County, Georgia",69600.0,36107.0,24817.0,39.5,18209.0,Georgia,Chattooga County
2028,"Columbia County, Georgia",192200.0,76938.0,147295.0,36.6,32509.0,Georgia,Columbia County
2029,"Decatur County, Georgia",109700.0,39148.0,26833.0,38.1,20397.0,Georgia,Decatur County
2030,"Floyd County, Georgia",129600.0,46367.0,96824.0,38.5,25058.0,Georgia,Floyd County
2031,"Forsyth County, Georgia",321000.0,101743.0,219880.0,38.3,41585.0,Georgia,Forsyth County
2032,"Habersham County, Georgia",146000.0,49140.0,44289.0,39.5,22018.0,Georgia,Habersham County
2033,"Lowndes County, Georgia",135100.0,41390.0,114582.0,30.2,23077.0,Georgia,Lowndes County
2034,"Meriwether County, Georgia",98000.0,36351.0,21113.0,41.6,20060.0,Georgia,Meriwether County
2035,"Monroe County, Georgia",163800.0,54050.0,27010.0,43.1,34669.0,Georgia,Monroe County
2036,"Sumter County, Georgia",90300.0,36205.0,30352.0,35.5,20191.0,Georgia,Sumter County
2037,"Taliaferro County, Georgia",67100.0,31797.0,1665.0,46.3,19897.0,Georgia,Taliaferro County
2038,"Baker County, Georgia",75500.0,37188.0,3189.0,47.0,22864.0,Georgia,Baker County
2039,"Butts County, Georgia",121800.0,41845.0,23750.0,38.5,22360.0,Georgia,Butts County
2040,"Candler County, Georgia",91200.0,32937.0,10827.0,37.8,18718.0,Georgia,Candler County
2041,"Carroll County, Georgia",130200.0,49608.0,116022.0,34.5,24155.0,Georgia,Carroll County
2042,"Crawford County, Georgia",92900.0,43257.0,12344.0,44.4,21102.0,Georgia,Crawford County
2043,"Crisp County, Georgia",85200.0,35096.0,22846.0,38.8,21581.0,Georgia,Crisp County
2044,"Coweta County, Georgia",201500.0,70717.0,140516.0,38.5,32542.0,Georgia,Coweta County
2045,"Cobb County, Georgia",237800.0,75153.0,745057.0,36.5,38268.0,Georgia,Cobb County
2046,"Dade County, Georgia",126700.0,44471.0,16227.0,42.2,24028.0,Georgia,Dade County
2047,"Walton County, Georgia",175500.0,58370.0,90132.0,38.7,26545.0,Georgia,Walton County
2048,"Brooks County, Georgia",96900.0,34322.0,15622.0,43.0,23421.0,Georgia,Brooks County
2049,"Dodge County, Georgia",75800.0,35757.0,20919.0,41.6,18921.0,Georgia,Dodge County
2050,"Elbert County, Georgia",80600.0,37943.0,19212.0,42.6,22593.0,Georgia,Elbert County
2051,"Fayette County, Georgia",269900.0,87272.0,111369.0,43.5,42126.0,Georgia,Fayette County
2052,"Jenkins County, Georgia",66500.0,27311.0,8827.0,43.7,16089.0,Georgia,Jenkins County
2053,"Newton County, Georgia",139900.0,53309.0,106497.0,36.2,24426.0,Georgia,Newton County
2054,"Pickens County, Georgia",185700.0,64512.0,30832.0,45.1,30567.0,Georgia,Pickens County
2055,"Colquitt County, Georgia",83200.0,35472.0,45606.0,36.4,19173.0,Georgia,Colquitt County
2056,"Dawson County, Georgia",215500.0,65805.0,23861.0,43.4,32646.0,Georgia,Dawson County
2057,"Clayton County, Georgia",97800.0,45778.0,278666.0,32.4,20419.0,Georgia,Clayton County
2058,"Hall County, Georgia",183200.0,59898.0,195961.0,36.3,27625.0,Georgia,Hall County
2059,"Heard County, Georgia",96900.0,48094.0,11677.0,41.5,21796.0,Georgia,Heard County
2060,"Hancock County, Georgia",79800.0,31984.0,8535.0,46.5,16713.0,Georgia,Hancock County
2061,"McDuffie County, Georgia",105300.0,39199.0,21498.0,37.6,21384.0,Georgia,McDuffie County
2062,"Morgan County, Georgia",224800.0,62530.0,18235.0,44.5,30587.0,Georgia,Morgan County
2063,"Dougherty County, Georgia",103900.0,37633.0,91049.0,35.1,21180.0,Georgia,Dougherty County
2064,"Fannin County, Georgia",185600.0,45647.0,24925.0,51.4,26665.0,Georgia,Fannin County
2065,"Houston County, Georgia",138600.0,58770.0,151682.0,35.3,28196.0,Georgia,Houston County
2066,"Laurens County, Georgia",88800.0,37369.0,47418.0,38.3,20655.0,Georgia,Laurens County
2067,"Spalding County, Georgia",122300.0,42671.0,64719.0,39.1,22166.0,Georgia,Spalding County
2068,"Telfair County, Georgia",64000.0,30288.0,16115.0,41.0,15200.0,Georgia,Telfair County
2069,"Union County, Georgia",197200.0,44978.0,22775.0,53.9,27282.0,Georgia,Union County
2070,"Washington County, Georgia",83300.0,38092.0,20461.0,40.6,19579.0,Georgia,Washington County
2071,"White County, Georgia",166100.0,46288.0,28928.0,46.1,25617.0,Georgia,White County
2072,"Paulding County, Georgia",161400.0,66467.0,155840.0,35.8,27855.0,Georgia,Paulding County
2073,"Pike County, Georgia",165800.0,58765.0,18082.0,40.7,26737.0,Georgia,Pike County
2074,"Richmond County, Georgia",104700.0,40644.0,201463.0,33.9,22045.0,Georgia,Richmond County
2075,"Tattnall County, Georgia",88500.0,38034.0,25353.0,37.4,17553.0,Georgia,Tattnall County
2076,"Berrien County, Georgia",85300.0,37163.0,19025.0,39.7,18611.0,Georgia,Berrien County
2077,"Walker County, Georgia",114000.0,43650.0,68824.0,41.4,23311.0,Georgia,Walker County
2078,"Gwinnett County, Georgia",200400.0,67769.0,902298.0,35.1,29474.0,Georgia,Gwinnett County
2079,"Barrow County, Georgia",146500.0,57348.0,76887.0,35.4,23638.0,Georgia,Barrow County
2080,"Charlton County, Georgia",82600.0,40283.0,12983.0,41.7,19341.0,Georgia,Charlton County
2081,"Clinch County, Georgia",57100.0,25236.0,6743.0,37.7,16538.0,Georgia,Clinch County
2082,"Bartow County, Georgia",151700.0,55452.0,103620.0,37.9,25712.0,Georgia,Bartow County
2083,"Douglas County, Georgia",153100.0,62147.0,141840.0,36.4,26621.0,Georgia,Douglas County
2084,"Grady County, Georgia",112500.0,42348.0,24926.0,39.7,22442.0,Georgia,Grady County
2085,"Jeff Davis County, Georgia",76500.0,36531.0,14991.0,36.7,18042.0,Georgia,Jeff Davis County
2086,"Montgomery County, Georgia",79400.0,40728.0,9036.0,40.0,22317.0,Georgia,Montgomery County
2087,"Oglethorpe County, Georgia",117000.0,44927.0,14784.0,42.1,23027.0,Georgia,Oglethorpe County
2088,"Randolph County, Georgia",77300.0,30914.0,7087.0,40.0,19356.0,Georgia,Randolph County
2089,"Rockdale County, Georgia",157100.0,57049.0,89011.0,37.7,26367.0,Georgia,Rockdale County
