,NAME,Median Home Value,Household Income,Population,Median Age,Per Capita Income,State,County
1070,"Preble County, Ohio",119300.0,55374.0,41207.0,42.6,27031.0,Ohio,Preble County
1071,"Seneca County, Ohio",101800.0,49936.0,55475.0,39.4,25555.0,Ohio,Seneca County
1072,"Stark County, Ohio",130700.0,52190.0,373475.0,41.9,28434.0,Ohio,Stark County
1073,"Allen County, Ohio",113500.0,50552.0,103642.0,39.0,25662.0,Ohio,Allen County
1074,"Coshocton County, Ohio",100000.0,44491.0,36574.0,41.4,22471.0,Ohio,Coshocton County
1075,"Crawford County, Ohio",87200.0,42892.0,42021.0,43.0,24513.0,Ohio,Crawford County
1076,"Delaware County, Ohio",293900.0,104322.0,197008.0,38.6,47183.0,Ohio,Delaware County
1077,"Guernsey County, Ohio",106600.0,43975.0,39274.0,42.5,23599.0,Ohio,Guernsey County
1078,"Hocking County, Ohio",126700.0,50000.0,28495.0,42.9,24138.0,Ohio,Hocking County
1079,"Mercer County, Ohio",144100.0,59417.0,40806.0,39.9,28513.0,Ohio,Mercer County
1080,"Ross County, Ohio",120900.0,48403.0,77051.0,40.9,23756.0,Ohio,Ross County
1081,"Cuyahoga County, Ohio",128000.0,48435.0,1253783.0,40.3,31804.0,Ohio,Cuyahoga County
1082,"Lorain County, Ohio",145100.0,56965.0,306713.0,41.8,29777.0,Ohio,Lorain County
1083,"Miami County, Ohio",145800.0,57544.0,104800.0,41.6,29703.0,Ohio,Miami County
1084,"Montgomery County, Ohio",115400.0,49314.0,532034.0,39.3,28807.0,Ohio,Montgomery County
1085,"Trumbull County, Ohio",102500.0,45975.0,201794.0,44.2,26116.0,Ohio,Trumbull County
1086,"Wood County, Ohio",157900.0,59789.0,129936.0,34.8,31324.0,Ohio,Wood County
1087,"Ashtabula County, Ohio",108300.0,44823.0,98136.0,42.4,22817.0,Ohio,Ashtabula County
1088,"Adair County, Oklahoma",83500.0,32986.0,22113.0,37.6,16851.0,Oklahoma,Adair County
1089,"Stephens County, Oklahoma",105500.0,46166.0,43983.0,40.5,25374.0,Oklahoma,Stephens County
1090,"Cimarron County, Oklahoma",55800.0,46071.0,2189.0,43.0,27929.0,Oklahoma,Cimarron County
1091,"Carter County, Oklahoma",112400.0,49216.0,48406.0,38.2,25110.0,Oklahoma,Carter County
1092,"Grant County, Oklahoma",78500.0,56287.0,4418.0,43.3,29060.0,Oklahoma,Grant County
1093,"Greer County, Oklahoma",71700.0,38322.0,5943.0,41.2,18292.0,Oklahoma,Greer County
1094,"McClain County, Oklahoma",171700.0,64492.0,38634.0,38.4,29797.0,Oklahoma,McClain County
1095,"McIntosh County, Oklahoma",96000.0,37086.0,19819.0,47.3,22922.0,Oklahoma,McIntosh County
1096,"Murray County, Oklahoma",120000.0,51490.0,13875.0,43.0,26837.0,Oklahoma,Murray County
1097,"Noble County, Oklahoma",95800.0,53253.0,11411.0,41.6,27828.0,Oklahoma,Noble County
1098,"Ottawa County, Oklahoma",85100.0,39070.0,31566.0,38.1,20209.0,Oklahoma,Ottawa County
1099,"Sequoyah County, Oklahoma",94600.0,38328.0,41359.0,41.0,20020.0,Oklahoma,Sequoyah County
1100,"Wagoner County, Oklahoma",154400.0,61566.0,77850.0,38.7,28286.0,Oklahoma,Wagoner County
1101,"Woods County, Oklahoma",98400.0,56899.0,9127.0,33.9,27232.0,Oklahoma,Woods County
1102,"Caddo County, Oklahoma",82500.0,44588.0,29342.0,37.3,22062.0,Oklahoma,Caddo County
1103,"Muskogee County, Oklahoma",101900.0,42689.0,69084.0,37.9,22775.0,Oklahoma,Muskogee County
1104,"Okfuskee County, Oklahoma",75900.0,38527.0,12115.0,40.0,17281.0,Oklahoma,Okfuskee County
1105,"Bryan County, Oklahoma",107700.0,43245.0,45759.0,37.5,23453.0,Oklahoma,Bryan County
1106,"Harper County, Oklahoma",79500.0,50114.0,3847.0,38.0,24714.0,Oklahoma,Harper County
1107,"Kay County, Oklahoma",88800.0,45426.0,44880.0,38.6,24853.0,Oklahoma,Kay County
1108,"Craig County, Oklahoma",104700.0,41701.0,14493.0,42.3,20704.0,Oklahoma,Craig County
1109,"Tulsa County, Oklahoma",150500.0,53902.0,642781.0,35.5,30894.0,Oklahoma,Tulsa County
1110,"Canadian County, Oklahoma",160200.0,71157.0,136710.0,35.9,30545.0,Oklahoma,Canadian County
1111,"Harmon County, Oklahoma",62600.0,41607.0,2721.0,41.0,22588.0,Oklahoma,Harmon County
1112,"Pushmataha County, Oklahoma",78500.0,37457.0,11119.0,44.6,23346.0,Oklahoma,Pushmataha County
1113,"Latimer County, Oklahoma",86200.0,42363.0,10495.0,41.3,23842.0,Oklahoma,Latimer County
1114,"Osage County, Oklahoma",113400.0,47789.0,47311.0,42.1,24363.0,Oklahoma,Osage County
1115,"Texas County, Oklahoma",105900.0,50450.0,21121.0,32.1,22120.0,Oklahoma,Texas County
1116,"Garfield County, Oklahoma",106800.0,51332.0,62190.0,36.0,26454.0,Oklahoma,Garfield County
1117,"Johnston County, Oklahoma",79100.0,40077.0,11041.0,39.8,20930.0,Oklahoma,Johnston County
1118,"Pittsburg County, Oklahoma",102200.0,45346.0,44382.0,40.6,24750.0,Oklahoma,Pittsburg County
1119,"Roger Mills County, Oklahoma",113400.0,47667.0,3708.0,40.5,26431.0,Oklahoma,Roger Mills County
1120,"Woodward County, Oklahoma",119500.0,58706.0,20967.0,36.3,28248.0,Oklahoma,Woodward County
1121,"Cherokee County, Oklahoma",115900.0,40936.0,48599.0,35.1,20575.0,Oklahoma,Cherokee County
1122,"Delaware County, Oklahoma",114900.0,39742.0,42112.0,46.7,22976.0,Oklahoma,Delaware County
1123,"Ellis County, Oklahoma",84700.0,52705.0,4072.0,44.1,27120.0,Oklahoma,Ellis County
1124,"Grady County, Oklahoma",125800.0,58177.0,54733.0,38.9,28577.0,Oklahoma,Grady County
1125,"Payne County, Oklahoma",154000.0,40944.0,81512.0,27.1,23589.0,Oklahoma,Payne County
1126,"Pottawatomie County, Oklahoma",115900.0,47683.0,72000.0,37.5,23155.0,Oklahoma,Pottawatomie County
1127,"Creek County, Oklahoma",116200.0,49578.0,71160.0,40.2,25150.0,Oklahoma,Creek County
1128,"Tillman County, Oklahoma",53100.0,40462.0,7515.0,41.2,21673.0,Oklahoma,Tillman County
1129,"Washita County, Oklahoma",82600.0,52510.0,11432.0,38.9,26744.0,Oklahoma,Washita County
1130,"Cotton County, Oklahoma",75400.0,51623.0,5929.0,42.9,22596.0,Oklahoma,Cotton County
1131,"Kiowa County, Oklahoma",62100.0,38209.0,9001.0,43.1,20888.0,Oklahoma,Kiowa County
1132,"Le Flore County, Oklahoma",88400.0,39769.0,49909.0,39.4,20656.0,Oklahoma,Le Flore County
1133,"McCurtain County, Oklahoma",81600.0,35829.0,32966.0,38.8,19692.0,Oklahoma,McCurtain County
1134,"Major County, Oklahoma",94700.0,54118.0,7718.0,41.1,28801.0,Oklahoma,Major County
1135,"Mayes County, Oklahoma",109900.0,48853.0,40980.0,40.3,23861.0,Oklahoma,Mayes County
1136,"Oklahoma County, Oklahoma",148000.0,52855.0,782051.0,34.5,30398.0,Oklahoma,Oklahoma County
1137,"Custer County, Oklahoma",135500.0,48884.0,29209.0,31.0,25569.0,Oklahoma,Custer County
1138,"Beaver County, Oklahoma",101800.0,51996.0,5415.0,40.3,24610.0,Oklahoma,Beaver County
1139,"Love County, Oklahoma",106400.0,52007.0,9933.0,40.1,21704.0,Oklahoma,Love County
1140,"Beckham County, Oklahoma",120100.0,48725.0,22621.0,35.7,24049.0,Oklahoma,Beckham County
1141,"Choctaw County, Oklahoma",95500.0,32129.0,14886.0,42.0,21329.0,Oklahoma,Choctaw County
1142,"Jackson County, Oklahoma",99000.0,45757.0,25384.0,34.2,23226.0,Oklahoma,Jackson County
1143,"Lincoln County, Oklahoma",107700.0,49362.0,34854.0,41.2,24454.0,Oklahoma,Lincoln County
1144,"Marion County, Oregon",225800.0,56097.0,335553.0,36.4,26143.0,Oregon,Marion County
1145,"Jackson County, Oregon",261700.0,50851.0,214267.0,42.7,28728.0,Oregon,Jackson County
1146,"Grant County, Oregon",143100.0,45357.0,7183.0,52.6,26029.0,Oregon,Grant County
1147,"Jefferson County, Oregon",204100.0,50339.0,23143.0,40.5,22492.0,Oregon,Jefferson County
1148,"Clackamas County, Oregon",369100.0,76597.0,405788.0,41.4,39619.0,Oregon,Clackamas County
1149,"Linn County, Oregon",200900.0,52097.0,122870.0,39.7,25781.0,Oregon,Linn County
1150,"Tillamook County, Oregon",240400.0,47500.0,26076.0,48.0,27122.0,Oregon,Tillamook County
1151,"Baker County, Oregon",160900.0,43921.0,15984.0,48.2,26152.0,Oregon,Baker County
1152,"Josephine County, Oregon",251000.0,43046.0,85481.0,47.5,24763.0,Oregon,Josephine County
1153,"Umatilla County, Oregon",158200.0,51887.0,76898.0,36.3,23464.0,Oregon,Umatilla County
1154,"Lincoln County, Oregon",233400.0,46061.0,47881.0,51.3,27072.0,Oregon,Lincoln County
1155,"Columbia County, Oregon",240500.0,59714.0,50851.0,43.3,29317.0,Oregon,Columbia County
1156,"Sherman County, Oregon",148300.0,48056.0,1605.0,51.5,33821.0,Oregon,Sherman County
1157,"Wasco County, Oregon",199700.0,50973.0,25866.0,40.9,26249.0,Oregon,Wasco County
1158,"Lane County, Oregon",246500.0,49958.0,368882.0,39.4,28070.0,Oregon,Lane County
1159,"Malheur County, Oregon",135500.0,42478.0,30431.0,35.9,18700.0,Oregon,Malheur County
1160,"Washington County, Oregon",360400.0,78010.0,581821.0,36.5,37657.0,Oregon,Washington County
1161,"Morrow County, Oregon",133900.0,55440.0,11215.0,38.4,22599.0,Oregon,Morrow County
1162,"Clatsop County, Oregon",268100.0,52583.0,38562.0,43.9,28750.0,Oregon,Clatsop County
1163,"Curry County, Oregon",251500.0,46396.0,22507.0,56.1,28365.0,Oregon,Curry County
1164,"Gilliam County, Oregon",112900.0,42976.0,1907.0,49.6,25649.0,Oregon,Gilliam County
1165,"Lake County, Oregon",125300.0,36627.0,7843.0,49.1,22469.0,Oregon,Lake County
1166,"Union County, Oregon",181800.0,48617.0,26028.0,39.6,27425.0,Oregon,Union County
1167,"Delaware County, Pennsylvania",239600.0,71539.0,563527.0,39.0,38251.0,Pennsylvania,Delaware County
1168,"Union County, Pennsylvania",180200.0,56026.0,45114.0,39.4,25606.0,Pennsylvania,Union County
1169,"Wayne County, Pennsylvania",181000.0,54851.0,51536.0,48.1,26570.0,Pennsylvania,Wayne County
1170,"Dauphin County, Pennsylvania",165200.0,58916.0,274515.0,39.8,32485.0,Pennsylvania,Dauphin County
1171,"Westmoreland County, Pennsylvania",148900.0,58866.0,354751.0,46.8,32916.0,Pennsylvania,Westmoreland County
1172,"Forest County, Pennsylvania",89500.0,38383.0,7351.0,40.4,15360.0,Pennsylvania,Forest County
1173,"Monroe County, Pennsylvania",167000.0,63931.0,167586.0,42.8,28486.0,Pennsylvania,Monroe County
1174,"Philadelphia County, Pennsylvania",156800.0,43744.0,1575522.0,34.3,26557.0,Pennsylvania,Philadelphia County
1175,"Blair County, Pennsylvania",120300.0,47969.0,123842.0,43.4,26648.0,Pennsylvania,Blair County
1176,"Cambria County, Pennsylvania",90900.0,45901.0,134550.0,45.1,25779.0,Pennsylvania,Cambria County
1177,"Berks County, Pennsylvania",174200.0,61522.0,416642.0,39.9,30187.0,Pennsylvania,Berks County
1178,"Huntingdon County, Pennsylvania",126800.0,48597.0,45421.0,43.5,24159.0,Pennsylvania,Huntingdon County
1179,"Lawrence County, Pennsylvania",106500.0,48860.0,87382.0,45.1,27734.0,Pennsylvania,Lawrence County
1180,"Mifflin County, Pennsylvania",109900.0,47526.0,46362.0,43.8,24407.0,Pennsylvania,Mifflin County
1181,"Cumberland County, Pennsylvania",197900.0,68895.0,247433.0,40.5,36012.0,Pennsylvania,Cumberland County
1182,"Allegheny County, Pennsylvania",147700.0,58383.0,1225561.0,40.8,36907.0,Pennsylvania,Allegheny County
1183,"Snyder County, Pennsylvania",161400.0,57638.0,40466.0,39.9,26415.0,Pennsylvania,Snyder County
1184,"Susquehanna County, Pennsylvania",162500.0,53059.0,41340.0,48.2,29630.0,Pennsylvania,Susquehanna County
1185,"Crawford County, Pennsylvania",110900.0,49144.0,86164.0,42.9,25731.0,Pennsylvania,Crawford County
1186,"Erie County, Pennsylvania",130000.0,49716.0,275972.0,39.4,27349.0,Pennsylvania,Erie County
1187,"Fulton County, Pennsylvania",156800.0,51259.0,14506.0,45.0,26082.0,Pennsylvania,Fulton County
1188,"Juniata County, Pennsylvania",145300.0,52765.0,24562.0,42.7,25057.0,Pennsylvania,Juniata County
1189,"Schuylkill County, Pennsylvania",97400.0,49190.0,143555.0,44.2,26070.0,Pennsylvania,Schuylkill County
1190,"Wyoming County, Pennsylvania",164000.0,59308.0,27588.0,44.2,28810.0,Pennsylvania,Wyoming County
1191,"Adams County, Pennsylvania",201900.0,64507.0,102023.0,43.6,30534.0,Pennsylvania,Adams County
1192,"Armstrong County, Pennsylvania",103600.0,49032.0,66331.0,46.3,26465.0,Pennsylvania,Armstrong County
1193,"Clinton County, Pennsylvania",130900.0,49234.0,39074.0,38.8,23780.0,Pennsylvania,Clinton County
1194,"Carbon County, Pennsylvania",141600.0,53624.0,63931.0,46.0,26867.0,Pennsylvania,Carbon County
1195,"Centre County, Pennsylvania",220500.0,58055.0,161443.0,31.7,29432.0,Pennsylvania,Centre County
1196,"Northumberland County, Pennsylvania",115200.0,47063.0,92325.0,44.4,25506.0,Pennsylvania,Northumberland County
1197,"Northampton County, Pennsylvania",214200.0,67565.0,301778.0,42.1,34017.0,Pennsylvania,Northampton County
1198,"Cameron County, Pennsylvania",75800.0,41485.0,4686.0,52.2,25898.0,Pennsylvania,Cameron County
1199,"Venango County, Pennsylvania",85700.0,47982.0,52376.0,46.5,25837.0,Pennsylvania,Venango County
1200,"Beaver County, Pennsylvania",133600.0,55828.0,166896.0,45.1,30016.0,Pennsylvania,Beaver County
1201,"Bucks County, Pennsylvania",323300.0,86055.0,626370.0,43.8,44103.0,Pennsylvania,Bucks County
1202,"Lackawanna County, Pennsylvania",149700.0,50875.0,211454.0,42.3,28427.0,Pennsylvania,Lackawanna County
1203,"McKean County, Pennsylvania",79800.0,46953.0,41806.0,42.9,25517.0,Pennsylvania,McKean County
1204,"Fayette County, Pennsylvania",97200.0,44476.0,132289.0,44.8,25876.0,Pennsylvania,Fayette County
1205,"Montgomery County, Pennsylvania",305800.0,88166.0,821301.0,41.3,46776.0,Pennsylvania,Montgomery County
1206,"Greene County, Pennsylvania",114400.0,54121.0,37144.0,42.0,26902.0,Pennsylvania,Greene County
1207,"Lebanon County, Pennsylvania",169200.0,59114.0,138674.0,41.2,28560.0,Pennsylvania,Lebanon County
1208,"Luzerne County, Pennsylvania",125400.0,51646.0,317884.0,43.0,27919.0,Pennsylvania,Luzerne County
1209,"Montour County, Pennsylvania",181500.0,57183.0,18294.0,43.0,34095.0,Pennsylvania,Montour County
1210,"Columbia County, Pennsylvania",149100.0,49889.0,66220.0,40.8,25794.0,Pennsylvania,Columbia County
1211,"Butler County, Pennsylvania",197600.0,68472.0,186566.0,43.2,36383.0,Pennsylvania,Butler County
1212,"Jefferson County, Pennsylvania",99800.0,46818.0,44084.0,43.9,24974.0,Pennsylvania,Jefferson County
1213,"Lancaster County, Pennsylvania",200400.0,63823.0,538347.0,38.6,30778.0,Pennsylvania,Lancaster County
1214,"Perry County, Pennsylvania",166200.0,62266.0,45924.0,43.0,29685.0,Pennsylvania,Perry County
1215,"Potter County, Pennsylvania",105500.0,42821.0,16937.0,46.7,24087.0,Pennsylvania,Potter County
1216,"Tioga County, Pennsylvania",138700.0,50667.0,41226.0,44.3,26059.0,Pennsylvania,Tioga County
1217,"Providence County, Rhode Island",223600.0,55233.0,634533.0,37.3,30356.0,Rhode Island,Providence County
1218,"Bristol County, Rhode Island",345200.0,75578.0,48900.0,44.2,43617.0,Rhode Island,Bristol County
1219,"Newport County, Rhode Island",375000.0,77237.0,83075.0,45.0,45442.0,Rhode Island,Newport County
1220,"Aiken County, South Carolina",142200.0,50036.0,166926.0,41.0,27526.0,South Carolina,Aiken County
1221,"Newberry County, South Carolina",100000.0,42765.0,38068.0,41.5,23344.0,South Carolina,Newberry County
1222,"Edgefield County, South Carolina",126500.0,49200.0,26769.0,42.7,25410.0,South Carolina,Edgefield County
1223,"Clarendon County, South Carolina",93800.0,37525.0,34017.0,44.3,20967.0,South Carolina,Clarendon County
1224,"Colleton County, South Carolina",85100.0,36276.0,37568.0,42.2,21003.0,South Carolina,Colleton County
1225,"Sumter County, South Carolina",113900.0,43792.0,106995.0,36.3,22272.0,South Carolina,Sumter County
1226,"Lexington County, South Carolina",151900.0,59593.0,286316.0,39.0,30316.0,South Carolina,Lexington County
1227,"Barnwell County, South Carolina",79900.0,36566.0,21577.0,40.9,19620.0,South Carolina,Barnwell County
1228,"York County, South Carolina",186000.0,62431.0,258641.0,38.5,32227.0,South Carolina,York County
1229,"Berkeley County, South Carolina",174000.0,59995.0,209065.0,36.0,28331.0,South Carolina,Berkeley County
1230,"Darlington County, South Carolina",87800.0,36254.0,67253.0,41.4,21587.0,South Carolina,Darlington County
1231,"Georgetown County, South Carolina",187200.0,48071.0,61605.0,49.2,29929.0,South Carolina,Georgetown County
1232,"Anderson County, South Carolina",137200.0,47906.0,195995.0,40.7,25807.0,South Carolina,Anderson County
1233,"Chesterfield County, South Carolina",82400.0,40033.0,46024.0,42.3,20676.0,South Carolina,Chesterfield County
1234,"Greenwood County, South Carolina",117300.0,40982.0,70264.0,39.4,23945.0,South Carolina,Greenwood County
1235,"Horry County, South Carolina",172500.0,48279.0,320915.0,45.2,26917.0,South Carolina,Horry County
1236,"Kershaw County, South Carolina",124700.0,49392.0,64361.0,41.7,24253.0,South Carolina,Kershaw County
1237,"Orangeburg County, South Carolina",93200.0,36188.0,88454.0,39.6,19992.0,South Carolina,Orangeburg County
1238,"Abbeville County, South Carolina",89000.0,36685.0,24657.0,43.8,21185.0,South Carolina,Abbeville County
1239,"Bamberg County, South Carolina",71400.0,32229.0,14600.0,41.9,18873.0,South Carolina,Bamberg County
1240,"Calhoun County, South Carolina",104000.0,44534.0,14713.0,46.0,25953.0,South Carolina,Calhoun County
1241,"Dillon County, South Carolina",72800.0,29362.0,30871.0,37.5,16473.0,South Carolina,Dillon County
1242,"Richland County, South Carolina",158200.0,53922.0,408263.0,33.2,29010.0,South Carolina,Richland County
1243,"Fairfield County, South Carolina",102700.0,36294.0,22712.0,46.4,22527.0,South Carolina,Fairfield County
1244,"Hampton County, South Carolina",73000.0,32453.0,19807.0,39.7,17523.0,South Carolina,Hampton County
1245,"Greenville County, South Carolina",172100.0,56789.0,498402.0,38.1,30776.0,South Carolina,Greenville County
1246,"Lancaster County, South Carolina",182400.0,55223.0,89546.0,42.0,29271.0,South Carolina,Lancaster County
1247,"Dorchester County, South Carolina",186300.0,61698.0,155474.0,36.5,28704.0,South Carolina,Dorchester County
1248,"Florence County, South Carolina",130400.0,45479.0,138561.0,39.0,25149.0,South Carolina,Florence County
1249,"Laurens County, South Carolina",91300.0,41578.0,66710.0,41.1,21743.0,South Carolina,Laurens County
1250,"McCormick County, South Carolina",117700.0,42262.0,9606.0,53.9,24419.0,South Carolina,McCormick County
1251,"Pickens County, South Carolina",138900.0,47024.0,122746.0,36.2,24803.0,South Carolina,Pickens County
1252,"Union County, South Carolina",77300.0,40120.0,27644.0,43.8,22372.0,South Carolina,Union County
1253,"Williamsburg County, South Carolina",66700.0,32351.0,31794.0,42.1,18454.0,South Carolina,Williamsburg County
1254,"Aurora County, South Dakota",78300.0,59293.0,2759.0,38.3,31468.0,South Dakota,Aurora County
1255,"Grant County, South Dakota",125700.0,62532.0,7217.0,43.5,31453.0,South Dakota,Grant County
1256,"Tripp County, South Dakota",89400.0,51027.0,5468.0,46.4,26242.0,South Dakota,Tripp County
1257,"Jackson County, South Dakota",54900.0,33438.0,3287.0,30.6,13595.0,South Dakota,Jackson County
1258,"Minnehaha County, South Dakota",173400.0,60028.0,186749.0,34.7,30471.0,South Dakota,Minnehaha County
1259,"Custer County, South Dakota",216800.0,55472.0,8573.0,54.3,30439.0,South Dakota,Custer County
1260,"Hyde County, South Dakota",78000.0,54891.0,1331.0,51.0,31692.0,South Dakota,Hyde County
1261,"Clark County, South Dakota",88700.0,47798.0,3673.0,41.3,30339.0,South Dakota,Clark County
1262,"Faulk County, South Dakota",86400.0,53889.0,2322.0,48.1,29065.0,South Dakota,Faulk County
1263,"Kingsbury County, South Dakota",105800.0,59375.0,4967.0,45.6,32259.0,South Dakota,Kingsbury County
1264,"Walworth County, South Dakota",82900.0,52123.0,5510.0,43.0,31302.0,South Dakota,Walworth County
1265,"Clay County, South Dakota",157600.0,43189.0,13925.0,25.0,26230.0,South Dakota,Clay County
1266,"Day County, South Dakota",92900.0,44145.0,5506.0,48.0,28873.0,South Dakota,Day County
1267,"Douglas County, South Dakota",84500.0,57419.0,2930.0,47.3,29458.0,South Dakota,Douglas County
1268,"Harding County, South Dakota",97100.0,57365.0,1311.0,42.7,31599.0,South Dakota,Harding County
1269,"McPherson County, South Dakota",56300.0,43804.0,2364.0,50.0,27240.0,South Dakota,McPherson County
1270,"Roberts County, South Dakota",102300.0,50495.0,10285.0,38.5,26537.0,South Dakota,Roberts County
1271,"Sully County, South Dakota",150400.0,64028.0,1331.0,45.5,42276.0,South Dakota,Sully County
1272,"Lincoln County, South Dakota",218400.0,81422.0,54914.0,34.6,39797.0,South Dakota,Lincoln County
1273,"Lake County, South Dakota",157200.0,59232.0,12574.0,43.2,31574.0,South Dakota,Lake County
1274,"Lawrence County, South Dakota",203000.0,52245.0,25234.0,41.9,31744.0,South Dakota,Lawrence County
1275,"Codington County, South Dakota",168500.0,54774.0,27993.0,38.8,29992.0,South Dakota,Codington County
1276,"Butte County, South Dakota",130900.0,44387.0,10177.0,40.5,26702.0,South Dakota,Butte County
1277,"Corson County, South Dakota",57500.0,35441.0,4168.0,28.7,15984.0,South Dakota,Corson County
1278,"Edmunds County, South Dakota",103100.0,68551.0,3940.0,43.1,32492.0,South Dakota,Edmunds County
